idindikator;IDTer;nTer;IDTuristi;nTuristi;IDVrPod;nVrPod;mes;god;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2201IND01;RS212;Колубарска област;0;Укупно;2;индекси (2010 = 100);00;2018;129.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;1;Домаћи;1;број;00;2018;69218;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;1;Домаћи;2;индекси (2010 = 100);00;2018;130.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;2;Страни;1;број;00;2018;6752;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS212;Колубарска област;2;Страни;2;индекси (2010 = 100);00;2018;120.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;0;Укупно;1;број;00;2018;61181;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;0;Укупно;2;индекси (2010 = 100);00;2018;172.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;1;Домаћи;1;број;00;2018;45513;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;1;Домаћи;2;индекси (2010 = 100);00;2018;146.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;2;Страни;1;број;00;2018;15668;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS213;Мачванска област;2;Страни;2;индекси (2010 = 100);00;2018;344.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;0;Укупно;1;број;00;2018;89383;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;0;Укупно;2;индекси (2010 = 100);00;2018;143.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;1;Домаћи;1;број;00;2018;59470;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;1;Домаћи;2;индекси (2010 = 100);00;2018;117.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;2;Страни;1;број;00;2018;29913;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS214;Моравичка област;2;Страни;2;индекси (2010 = 100);00;2018;256.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;0;Укупно;1;број;00;2018;36944;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;0;Укупно;2;индекси (2010 = 100);00;2018;232.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;1;Домаћи;1;број;00;2018;15331;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;1;Домаћи;2;индекси (2010 = 100);00;2018;128.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;2;Страни;1;број;00;2018;21613;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS215;Поморавска област;2;Страни;2;индекси (2010 = 100);00;2018;542.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;0;Укупно;1;број;00;2018;57444;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;0;Укупно;2;индекси (2010 = 100);00;2018;117.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;1;Домаћи;1;број;00;2018;42936;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;1;Домаћи;2;индекси (2010 = 100);00;2018;104;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;2;Страни;1;број;00;2018;14508;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS216;Расинска област;2;Страни;2;индекси (2010 = 100);00;2018;188.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;0;Укупно;1;број;00;2018;407857;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;0;Укупно;2;индекси (2010 = 100);00;2018;162;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;1;Домаћи;1;број;00;2018;323881;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;1;Домаћи;2;индекси (2010 = 100);00;2018;143.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;2;Страни;1;број;00;2018;83976;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS217;Рашка област;2;Страни;2;индекси (2010 = 100);00;2018;322.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;0;Укупно;1;број;00;2018;92538;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;0;Укупно;2;индекси (2010 = 100);00;2018;255;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;1;Домаћи;1;број;00;2018;60704;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;1;Домаћи;2;индекси (2010 = 100);00;2018;253.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;2;Страни;1;број;00;2018;31834;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS218;Шумадијска област;2;Страни;2;индекси (2010 = 100);00;2018;258.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;0;Укупно;1;број;00;2018;547417;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;0;Укупно;2;индекси (2010 = 100);00;2018;155.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;1;Домаћи;1;број;00;2018;362665;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;1;Домаћи;2;индекси (2010 = 100);00;2018;132.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;2;Страни;1;број;00;2018;184752;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS22;Регион Јужне и Источне Србије;2;Страни;2;индекси (2010 = 100);00;2018;236.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;0;Укупно;1;број;00;2018;78946;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;0;Укупно;2;индекси (2010 = 100);00;2018;118.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;1;Домаћи;1;број;00;2018;64356;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;1;Домаћи;2;индекси (2010 = 100);00;2018;109.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;2;Страни;1;број;00;2018;14590;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS221;Борска област;2;Страни;2;индекси (2010 = 100);00;2018;190.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;0;Укупно;1;број;00;2018;56294;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;0;Укупно;2;индекси (2010 = 100);00;2018;254.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;1;Домаћи;1;број;00;2018;45380;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;1;Домаћи;2;индекси (2010 = 100);00;2018;231.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;2;Страни;1;број;00;2018;10914;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS222;Браничевска област;2;Страни;2;индекси (2010 = 100);00;2018;432.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;0;Укупно;1;број;00;2018;149269;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;0;Укупно;2;индекси (2010 = 100);00;2018;210.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;1;Домаћи;1;број;00;2018;123284;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;1;Домаћи;2;индекси (2010 = 100);00;2018;185.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;2;Страни;1;број;00;2018;25985;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS223;Зајечарска област;2;Страни;2;индекси (2010 = 100);00;2018;601.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;0;Укупно;1;број;00;2018;30173;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;0;Укупно;2;индекси (2010 = 100);00;2018;144.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;1;Домаћи;1;број;00;2018;16619;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;1;Домаћи;2;индекси (2010 = 100);00;2018;122.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;2;Страни;1;број;00;2018;13554;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS224;Јабланичка област;2;Страни;2;индекси (2010 = 100);00;2018;185.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;0;Укупно;1;број;00;2018;130485;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;0;Укупно;2;индекси (2010 = 100);00;2018;143.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;1;Домаћи;1;број;00;2018;51846;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;1;Домаћи;2;индекси (2010 = 100);00;2018;96.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;2;Страни;1;број;00;2018;78639;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS225;Нишавска област;2;Страни;2;индекси (2010 = 100);00;2018;211.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;0;Укупно;1;број;00;2018;25038;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;0;Укупно;2;индекси (2010 = 100);00;2018;302.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;1;Домаћи;1;број;00;2018;11079;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;1;Домаћи;2;индекси (2010 = 100);00;2018;195.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;2;Страни;1;број;00;2018;13959;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS226;Пиротска област;2;Страни;2;индекси (2010 = 100);00;2018;539;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;0;Укупно;1;број;00;2018;19385;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;0;Укупно;2;индекси (2010 = 100);00;2018;76.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;1;Домаћи;1;број;00;2018;5609;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;1;Домаћи;2;индекси (2010 = 100);00;2018;37.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;2;Страни;1;број;00;2018;13776;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS227;Подунавска област;2;Страни;2;индекси (2010 = 100);00;2018;131.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;0;Укупно;1;број;00;2018;26207;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;0;Укупно;2;индекси (2010 = 100);00;2018;107.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;1;Домаћи;1;број;00;2018;18213;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;1;Домаћи;2;индекси (2010 = 100);00;2018;91.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;2;Страни;1;број;00;2018;7994;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS228;Пчињска област;2;Страни;2;индекси (2010 = 100);00;2018;178.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;0;Укупно;1;број;00;2018;31620;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;0;Укупно;2;индекси (2010 = 100);00;2018;135.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;1;Домаћи;1;број;00;2018;26279;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;1;Домаћи;2;индекси (2010 = 100);00;2018;120.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;2;Страни;1;број;00;2018;5341;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS229;Топличка област;2;Страни;2;индекси (2010 = 100);00;2018;326.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;0;Укупно;1;број;00;2019;3689983;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;0;Укупно;2;индекси (2010 = 100);00;2019;184.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;1;Домаћи;1;број;00;2019;1843432;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;1;Домаћи;2;индекси (2010 = 100);00;2019;139.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;2;Страни;1;број;00;2019;1846551;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS;РЕПУБЛИКА СРБИЈА;2;Страни;2;индекси (2010 = 100);00;2019;270.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;0;Укупно;1;број;00;2019;1820005;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;0;Укупно;2;индекси (2010 = 100);00;2019;202.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;1;Домаћи;1;број;00;2019;489189;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;1;Домаћи;2;индекси (2010 = 100);00;2019;121.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;2;Страни;1;број;00;2019;1330816;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS1;СРБИЈА – СЕВЕР;2;Страни;2;индекси (2010 = 100);00;2019;267.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;0;Укупно;1;број;00;2019;1258348;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;0;Укупно;2;индекси (2010 = 100);00;2019;203.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;1;Домаћи;1;број;00;2019;201770;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;1;Домаћи;2;индекси (2010 = 100);00;2019;90.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;2;Страни;1;број;00;2019;1056578;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS11;Београдски регион;2;Страни;2;индекси (2010 = 100);00;2019;267.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;0;Укупно;1;број;00;2019;1258348;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;0;Укупно;2;индекси (2010 = 100);00;2019;203.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;1;Домаћи;1;број;00;2019;201770;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;1;Домаћи;2;индекси (2010 = 100);00;2019;90.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;2;Страни;1;број;00;2019;1056578;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS110;Београдска област;2;Страни;2;индекси (2010 = 100);00;2019;267.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;0;Укупно;1;број;00;2019;561657;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;0;Укупно;2;индекси (2010 = 100);00;2019;199.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;1;Домаћи;1;број;00;2019;287419;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;1;Домаћи;2;индекси (2010 = 100);00;2019;160.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;2;Страни;1;број;00;2019;274238;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS12;Регион Војводине;2;Страни;2;индекси (2010 = 100);00;2019;267.7;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;0;Укупно;1;број;00;2019;24944;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;0;Укупно;2;индекси (2010 = 100);00;2019;140.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;1;Домаћи;1;број;00;2019;17976;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;1;Домаћи;2;индекси (2010 = 100);00;2019;138.4;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;2;Страни;1;број;00;2019;6968;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS121;Западнобачка област;2;Страни;2;индекси (2010 = 100);00;2019;145.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;0;Укупно;1;број;00;2019;35085;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;0;Укупно;2;индекси (2010 = 100);00;2019;151.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;1;Домаћи;1;број;00;2019;21820;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;1;Домаћи;2;индекси (2010 = 100);00;2019;129.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;2;Страни;1;број;00;2019;13265;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS122;Јужнобанатска област;2;Страни;2;индекси (2010 = 100);00;2019;210.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;0;Укупно;1;број;00;2019;253054;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;0;Укупно;2;индекси (2010 = 100);00;2019;238.6;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;1;Домаћи;1;број;00;2019;97048;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;1;Домаћи;2;индекси (2010 = 100);00;2019;189.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;2;Страни;1;број;00;2019;156006;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS123;Јужнобачка област;2;Страни;2;индекси (2010 = 100);00;2019;283.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;0;Укупно;1;број;00;2019;34393;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;0;Укупно;2;индекси (2010 = 100);00;2019;136.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;1;Домаћи;1;број;00;2019;25040;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;1;Домаћи;2;индекси (2010 = 100);00;2019;132.3;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;2;Страни;1;број;00;2019;9353;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS124;Севернобанатска област;2;Страни;2;индекси (2010 = 100);00;2019;147.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;0;Укупно;1;број;00;2019;106800;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;0;Укупно;2;индекси (2010 = 100);00;2019;185.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;1;Домаћи;1;број;00;2019;60992;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;1;Домаћи;2;индекси (2010 = 100);00;2019;150.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;2;Страни;1;број;00;2019;45808;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS125;Севернобачка област;2;Страни;2;индекси (2010 = 100);00;2019;266.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;0;Укупно;1;број;00;2019;23247;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;0;Укупно;2;индекси (2010 = 100);00;2019;110;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;1;Домаћи;1;број;00;2019;14216;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;1;Домаћи;2;индекси (2010 = 100);00;2019;96.8;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;2;Страни;1;број;00;2019;9031;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS126;Средњобанатска област;2;Страни;2;индекси (2010 = 100);00;2019;140;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;0;Укупно;1;број;00;2019;84134;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;0;Укупно;2;индекси (2010 = 100);00;2019;274;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;1;Домаћи;1;број;00;2019;50327;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;1;Домаћи;2;индекси (2010 = 100);00;2019;207.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;2;Страни;1;број;00;2019;33807;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS127;Сремска област;2;Страни;2;индекси (2010 = 100);00;2019;527;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;0;Укупно;1;број;00;2019;1869978;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;0;Укупно;2;индекси (2010 = 100);00;2019;170;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;1;Домаћи;1;број;00;2019;1354243;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;1;Домаћи;2;индекси (2010 = 100);00;2019;147.9;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;2;Страни;1;број;00;2019;515735;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS2;СРБИЈА – ЈУГ;2;Страни;2;индекси (2010 = 100);00;2019;279.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;0;Укупно;1;број;00;2019;1259685;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;0;Укупно;2;индекси (2010 = 100);00;2019;168.5;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;1;Домаћи;1;број;00;2019;950289;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;1;Домаћи;2;индекси (2010 = 100);00;2019;148.2;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;2;Страни;1;број;00;2019;309396;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS21;Регион Шумадије и Западне Србије;2;Страни;2;индекси (2010 = 100);00;2019;290.1;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
2201IND01;RS211;Златиборска област;0;Укупно;1;број;00;2019;394143;;;РЗС;Доласци туриста - годишњи подаци;A;Коначан податак
